id,empleado_id,cliente_id,fecha,hora,fecha_cerrado,hora_cerrado,serie,forma_pago_id,cuenta,subtotal,iva,total,facturado,cancelado
40025,1378,10750,06/10/2021,12:51:25,06/10/2021,12:51:55,NDPMA02730E,1,,134.61,21.53,156.14,NO,NO
40026,1378,40206,06/10/2021,12:54:07,06/10/2021,12:54:33,NDPMA0305B2,1,,90.52,14.49,105.01,NO,NO
40027,1378,40118,06/10/2021,12:54:59,06/10/2021,12:58:28,NDPMA0373PW,1,,420.41,67.27,487.68,SI,NO
40028,1040,40209,06/10/2021,12:57:14,06/10/2021,12:57:38,NDPYA031F19,1,,62.92,10.06,72.98,NO,NO
40029,1040,40220,06/10/2021,12:57:53,06/10/2021,12:58:02,NDPYA034EY8,1,,10.26,1.64,11.9,NO,NO
40030,1040,40116,06/10/2021,13:03:13,06/10/2021,13:03:59,NDPYA019QBQ,1,,182.67,29.23,211.9,SI,NO
40031,1040,40221,06/10/2021,13:04:39,06/10/2021,13:05:10,NDPYA028UBU,1,,50.69,8.11,58.8,NO,NO
40032,1040,40225,06/10/2021,13:06:56,06/10/2021,13:07:01,NDPYA029NPY,1,,17.19,2.75,19.94,NO,NO
40033,1040,40226,06/10/2021,13:07:21,06/10/2021,13:07:26,NDPYA022JVO,1,,36.64,5.86,42.5,NO,NO
40034,1378,40198,06/10/2021,13:09:20,06/10/2021,13:11:02,NDPMA023LRQ,5,8402,683.54,109.37,792.91,SI,NO
40035,1378,40179,06/10/2021,13:11:58,06/10/2021,13:14:36,NDPMA027IUZ,5,7304,150.86,24.14,175,SI,NO
40036,1378,40230,06/10/2021,13:15:36,06/10/2021,13:15:54,NDPMA027R2D,1,,74.14,11.86,86,NO,NO
40037,1378,41688,06/10/2021,13:17:11,06/10/2021,13:18:41,NDPMA0227RP,1,,72.68,11.62,84.3,SI,NO
40038,1040,43418,06/10/2021,13:18:17,06/10/2021,13:18:25,NDPYA029T44,1,,5.17,0.83,6,NO,NO
40039,1040,43431,06/10/2021,13:18:43,06/10/2021,13:18:52,NDPYA0284PG,1,,23.19,3.71,26.9,NO,NO
40040,1040,43141,06/10/2021,13:19:26,06/10/2021,13:19:42,NDPYA030QHG,1,,16.29,2.61,18.9,NO,NO
40041,1040,43145,06/10/2021,13:25:17,06/10/2021,13:27:13,NDPYA027U7F,4,7874,446.56,71.44,518,NO,NO
40042,1040,41659,06/10/2021,13:27:30,06/10/2021,13:28:01,NDPYA024AF2,1,,189.66,30.35,220.01,SI,NO
40043,1378,43160,06/10/2021,13:33:22,06/10/2021,13:33:47,NDPMA022KTK,1,,241.38,38.62,280,NO,NO
40044,1378,43169,06/10/2021,13:34:12,06/10/2021,13:34:58,NDPMA022DIH,1,,180.95,28.95,209.9,NO,NO
40045,1378,41694,06/10/2021,13:35:15,06/10/2021,13:35:53,NDPMA026C45,1,,147.76,23.64,171.4,SI,NO
40046,1378,33921,06/10/2021,13:36:34,06/10/2021,13:37:46,NDPMA028AWC,1,,151.64,24.27,175.91,NO,NO
40047,1378,41698,06/10/2021,13:38:02,06/10/2021,13:38:20,NDPMA025KG6,1,,16.9,2.7,19.6,NO,NO
40048,1378,41711,06/10/2021,13:38:33,06/10/2021,13:38:42,NDPMA0292UQ,1,,205.17,32.83,238,NO,NO
40049,1378,41733,06/10/2021,13:38:52,06/10/2021,13:38:56,NDPMA030PXP,1,,23.71,3.79,27.5,NO,NO
40050,1378,42091,06/10/2021,13:43:00,06/10/2021,13:43:10,NDPMA019TDW,1,,45.18,7.22,52.4,NO,NO
40051,1378,42095,06/10/2021,13:46:05,06/10/2021,13:46:26,NDPMA0270X2,1,,41.11,6.59,47.7,NO,NO
40052,1378,33942,06/10/2021,13:46:38,06/10/2021,13:46:46,NDPMA033654,1,,51.29,8.21,59.5,NO,NO
40053,1378,42124,06/10/2021,13:53:12,06/10/2021,13:54:42,NDPMA023N3L,1,,1099.14,175.86,1275,SI,NO
40054,1378,33943,06/10/2021,14:01:33,06/10/2021,14:03:05,NDPMA020CTN,1,,103.88,16.62,120.5,SI,NO
40055,1378,43432,06/10/2021,14:07:43,06/10/2021,14:07:49,NDPMA0279RR,1,,41.29,6.61,47.9,NO,NO
40056,1378,41773,06/10/2021,14:07:57,06/10/2021,14:08:01,NDPMA032GFU,1,,13.69,2.19,15.88,NO,NO
40057,1378,41789,06/10/2021,14:08:16,06/10/2021,14:08:35,NDPMA028L7V,1,,47.41,7.59,55,NO,NO
40058,1378,41792,06/10/2021,14:12:07,06/10/2021,14:12:21,NDPMA023JFX,1,,21.38,3.42,24.8,NO,NO
40059,1378,41795,06/10/2021,14:12:36,06/10/2021,14:13:02,NDPMA0259J1,1,,239.66,38.35,278.01,NO,NO
40060,1378,42117,06/10/2021,14:13:26,06/10/2021,14:14:52,NDPMA025W3C,1,,72.24,11.56,83.8,SI,NO
40061,1378,41968,06/10/2021,14:15:12,06/10/2021,14:15:16,NDPMA022998,1,,12.93,2.07,15,NO,NO
40062,1378,41981,06/10/2021,14:15:30,06/10/2021,14:15:36,NDPMA022O7O,1,,19.83,3.17,23,NO,NO
40063,1378,41983,06/10/2021,14:16:08,06/10/2021,14:16:10,NDPMA02855I,1,,21.47,3.44,24.91,NO,NO
40064,1378,41986,06/10/2021,14:17:50,06/10/2021,14:19:32,NDPMA026AYY,4,8601,339.05,54.25,393.3,NO,NO
40065,1378,41993,06/10/2021,14:22:49,06/10/2021,14:23:23,NDPMA030M0B,1,,35.26,5.65,40.91,NO,NO
40066,1378,42006,06/10/2021,14:23:36,06/10/2021,14:23:46,NDPMA0273QX,1,,23.19,3.71,26.9,NO,NO
40067,1378,42126,06/10/2021,14:29:35,06/10/2021,14:34:28,NDPMA032KPD,5,798,2713.79,434.19,3147.98,SI,NO
40068,1378,42133,06/10/2021,14:35:29,06/10/2021,14:37:27,NDPMA032L7T,1,,90.09,14.41,104.5,SI,NO
40069,1378,42099,06/10/2021,14:38:05,06/10/2021,14:38:16,NDPMA029O5H,1,,41.29,6.61,47.9,NO,NO
40070,1378,42106,06/10/2021,14:40:39,06/10/2021,14:40:52,NDPMA029LWF,1,,34.4,5.5,39.9,NO,NO
40071,1378,42110,06/10/2021,14:47:05,06/10/2021,14:47:13,NDPMA0297WE,1,,19.83,3.17,23,NO,NO
40072,1378,42114,06/10/2021,14:47:55,06/10/2021,14:48:09,NDPMA034L4C,1,,77.59,12.41,90,NO,NO
40073,1378,42200,06/10/2021,14:52:03,06/10/2021,14:52:03,NDPMA0200EP,1,,20,0,20,NO,NO
40074,1378,42207,06/10/2021,14:52:29,06/10/2021,14:53:04,NDPMA0313WP,1,,162.06,25.94,188,NO,NO
40075,1378,42158,06/10/2021,14:53:21,06/10/2021,14:53:26,NDPMA02450D,1,,16.29,2.61,18.9,NO,NO
40076,1378,42172,06/10/2021,14:54:16,06/10/2021,14:54:27,NDPMA029H63,1,,124.13,19.86,143.99,NO,NO
40077,1378,42177,06/10/2021,14:55:19,06/10/2021,14:55:27,NDPMA033YLC,1,,39.57,6.33,45.9,NO,NO
40078,1378,43176,06/10/2021,14:56:49,06/10/2021,14:56:54,NDPMA037LJ3,1,,31.47,5.04,36.51,NO,NO
40079,1378,43182,06/10/2021,14:57:24,06/10/2021,14:57:42,NDPMA031ZGR,1,,205.17,32.83,238,NO,NO
40080,1378,42209,06/10/2021,15:06:07,06/10/2021,15:07:19,NDPMA027FBJ,1,,53.87,8.63,62.5,NO,NO
40081,1378,42212,06/10/2021,15:08:48,06/10/2021,15:08:54,NDPMA034SSA,1,,40.95,6.55,47.5,NO,NO
40082,1378,42349,06/10/2021,15:10:34,06/10/2021,15:13:25,NDPMA022CU8,4,3395,1568.98,251.02,1820,SI,NO
40083,1378,42235,06/10/2021,15:14:04,06/10/2021,15:14:11,NDPMA023LR4,1,,31.73,5.08,36.81,NO,NO
40084,1378,42246,06/10/2021,15:14:34,06/10/2021,15:15:28,NDPMA02644L,1,,150.61,24.09,174.7,NO,NO
40085,1040,42276,06/10/2021,15:16:16,06/10/2021,15:16:25,NDPYA0287WM,1,,12.93,2.07,15,NO,NO
40086,1040,42315,06/10/2021,15:16:38,06/10/2021,15:16:44,NDPYA0320GV,1,,13.79,2.21,16,NO,NO
40087,1040,42317,06/10/2021,15:31:03,06/10/2021,15:31:52,NDPYA021O6N,1,,110.61,17.69,128.3,NO,NO
40088,1040,42324,06/10/2021,15:32:11,06/10/2021,15:33:34,NDPYA021NII,1,,57.33,9.17,66.5,NO,NO
40089,1040,42325,06/10/2021,15:33:52,06/10/2021,15:34:06,NDPYA027CKM,1,,40.79,6.53,47.32,NO,NO
40090,1040,42391,06/10/2021,15:34:51,06/10/2021,15:35:50,NDPYA027NJ6,1,,49.83,7.97,57.8,SI,NO
40091,1040,42328,06/10/2021,15:36:43,06/10/2021,15:36:59,NDPYA030O3I,1,,22.84,3.66,26.5,NO,NO
40092,1040,42353,06/10/2021,15:37:29,06/10/2021,15:37:43,NDPYA035NH3,1,,38.28,6.12,44.4,NO,NO
40093,1040,42275,06/10/2021,15:39:32,06/10/2021,15:40:27,NDPYA031CPT,5,8137,379.31,60.69,440,SI,NO
40094,1040,42354,06/10/2021,15:41:47,06/10/2021,15:41:57,NDPYA030ZE9,1,,19.83,3.17,23,NO,NO
40095,1040,42361,06/10/2021,15:48:05,06/10/2021,15:49:08,NDPYA031HN4,1,,360.27,57.65,417.92,NO,NO
40096,1040,42219,06/10/2021,15:49:30,06/10/2021,15:50:13,NDPYA0300YF,1,,81.47,13.04,94.51,SI,NO
40097,1040,42402,06/10/2021,15:50:38,06/10/2021,15:51:26,NDPYA030H3G,1,,43.8,7,50.8,NO,NO
40098,1040,43437,06/10/2021,15:54:35,06/10/2021,15:55:08,NDPYA030YF3,1,,60.69,9.71,70.4,NO,NO
40099,1040,43447,06/10/2021,15:58:27,06/10/2021,15:58:36,NDPYA036YQC,1,,25.78,4.12,29.9,NO,NO
40100,1040,42556,06/10/2021,15:58:44,06/10/2021,15:59:38,NDPYA035Q40,4,8006,74.74,11.95,86.69,NO,NO
40101,1040,42566,06/10/2021,16:00:05,06/10/2021,16:00:19,NDPYA020LNY,1,,122.84,19.65,142.49,NO,NO
40102,1040,43456,06/10/2021,16:02:31,06/10/2021,16:02:37,NDPYA021HA7,1,,36.98,5.92,42.9,NO,NO
40103,1040,43462,06/10/2021,16:02:57,06/10/2021,16:03:18,NDPYA029539,1,,115.52,18.48,134,NO,NO
40104,1040,42568,06/10/2021,16:06:27,06/10/2021,16:06:53,NDPYA030DIB,1,,266.38,42.62,309,NO,NO
40105,1040,42574,06/10/2021,16:07:18,06/10/2021,16:08:41,NDPYA0319TV,5,7304,291.38,46.62,338,NO,NO
40106,1040,42521,06/10/2021,16:09:10,06/10/2021,16:11:26,NDPYA0259X9,1,,2351.72,376.28,2728,NO,SI
40107,1040,42693,06/10/2021,16:11:45,06/10/2021,16:12:46,NDPYA026I2M,1,,1548.28,247.72,1796,SI,NO
40108,1040,42519,06/10/2021,16:13:06,06/10/2021,16:13:44,NDPYA025GWT,1,,950,152,1102,SI,NO
40109,1040,42418,06/10/2021,16:14:07,06/10/2021,16:14:31,NDPYA027705,1,,178.7,28.6,207.3,NO,NO
40110,1040,42517,06/10/2021,16:14:48,06/10/2021,16:16:08,NDPYA032JV7,5,3757,3399.57,543.93,3943.5,SI,NO
40111,1040,42575,06/10/2021,16:16:22,06/10/2021,16:16:29,NDPYA026WAK,1,,30.95,4.95,35.9,NO,NO
40112,1040,42420,06/10/2021,16:16:39,06/10/2021,16:16:47,NDPYA0346BD,1,,55.17,8.83,64,NO,NO
40113,1040,42440,06/10/2021,16:16:59,06/10/2021,16:17:09,NDPYA0361II,1,,39.57,6.33,45.9,NO,NO
40114,1040,42508,06/10/2021,16:20:25,06/10/2021,16:21:50,NDPYA02466H,4,8656,1221.47,195.43,1416.8999,SI,NO
40115,1040,42443,06/10/2021,16:27:06,06/10/2021,16:27:15,NDPYA030JI3,1,,24.91,3.99,28.9,NO,NO
40116,1378,42444,06/10/2021,16:28:27,06/10/2021,16:29:10,NDPMA034KI0,1,,46.03,7.37,53.4,NO,NO
40117,1040,42705,06/10/2021,16:28:46,06/10/2021,16:29:37,NDPYA035H9F,1,,173.1,27.69,200.79,NO,NO
40118,1378,42416,06/10/2021,16:30:48,06/10/2021,16:32:33,NDPMA030ABM,1,,283.54,45.36,328.9,SI,NO
40119,1378,42411,06/10/2021,16:33:07,06/10/2021,16:34:13,NDPMA028OJ5,1,,446.82,71.48,518.3,SI,NO
40120,1378,42606,06/10/2021,16:37:53,06/10/2021,16:37:58,NDPMA0330NU,1,,68.79,11.01,79.8,NO,NO
40121,1378,42598,06/10/2021,16:38:16,06/10/2021,16:38:41,NDPMA033VFH,1,,128.45,20.55,149,SI,NO
40122,1378,42656,06/10/2021,16:38:58,06/10/2021,16:40:02,NDPMA039ZX0,1,,78.53,12.57,91.1,SI,NO
40123,1378,42620,06/10/2021,16:40:29,06/10/2021,16:40:40,NDPMA030GP8,1,,81.04,12.96,94,NO,NO
40124,1378,42600,06/10/2021,16:40:56,06/10/2021,16:42:53,NDPMA03061I,1,,199.57,31.93,231.5,SI,NO
40125,1378,42623,06/10/2021,16:43:29,06/10/2021,16:43:47,NDPMA03347W,1,,80,12.8,92.8,NO,NO
40126,1378,42548,06/10/2021,16:44:07,06/10/2021,16:44:43,NDPMA030E9G,1,,117.51,18.79,136.3,NO,NO
40127,1378,42628,06/10/2021,16:44:57,06/10/2021,16:45:27,NDPMA035JKB,1,,56.03,8.97,65,NO,NO
40128,1378,42655,06/10/2021,16:51:34,06/10/2021,16:51:51,NDPMA028RXM,1,,86.12,13.78,99.9,NO,NO
40129,1040,42658,06/10/2021,16:52:35,06/10/2021,16:53:00,NDPYA030G8V,1,,118.97,19.04,138.01,NO,NO
40130,1040,42670,06/10/2021,16:53:22,06/10/2021,16:53:52,NDPYA027XHV,1,,37.59,6.01,43.6,NO,NO
40131,1040,43467,06/10/2021,17:02:16,06/10/2021,17:02:27,NDPYA025H9T,1,,21.55,3.45,25,NO,NO
40132,1040,43468,06/10/2021,17:03:35,06/10/2021,17:03:43,NDPYA027SW0,1,,29.14,4.66,33.8,NO,NO
40133,1040,43486,06/10/2021,17:05:24,06/10/2021,17:05:41,NDPYA027DV7,1,,66.72,10.68,77.4,NO,NO
40134,1040,43488,06/10/2021,17:08:28,06/10/2021,17:08:36,NDPYA034LU4,1,,41.12,6.58,47.7,NO,NO
40135,1040,43491,06/10/2021,17:09:11,06/10/2021,17:09:25,NDPYA027RRD,1,,80.95,12.95,93.9,NO,NO
40136,1040,43500,06/10/2021,17:09:41,06/10/2021,17:09:51,NDPYA030V4I,1,,11.21,1.79,13,NO,NO
40137,1040,42741,06/10/2021,17:09:59,06/10/2021,17:10:03,NDPYA039I52,1,,30.09,4.81,34.9,NO,NO
40138,1040,43509,06/10/2021,17:11:46,06/10/2021,17:12:39,NDPYA028OHD,5,6846,87.41,13.99,101.4,NO,NO
40139,1040,43513,06/10/2021,17:13:09,06/10/2021,17:13:23,NDPYA029J7E,1,,96.68,15.47,112.15,NO,NO
40140,1040,43522,06/10/2021,17:13:50,06/10/2021,17:14:09,NDPYA02529O,1,,117.07,18.73,135.8,NO,NO
40141,1040,42745,06/10/2021,17:15:06,06/10/2021,17:15:09,NDPYA028DYI,1,,35.78,5.72,41.5,NO,NO
40142,1040,42750,06/10/2021,17:15:35,06/10/2021,17:15:39,NDPYA030I5U,1,,16.38,2.62,19,NO,NO
40143,1040,42751,06/10/2021,17:18:30,06/10/2021,17:18:38,NDPYA028Y1E,1,,16.29,2.61,18.9,NO,NO
40144,1040,42770,06/10/2021,17:23:26,06/10/2021,17:23:36,NDPYA029X2J,1,,21.09,3.37,24.46,NO,NO
40145,1040,42783,06/10/2021,17:25:12,06/10/2021,17:25:19,NDPYA02615O,1,,16.29,2.61,18.9,NO,NO
40146,1040,42791,06/10/2021,17:26:47,06/10/2021,17:26:59,NDPYA035E3E,1,,30.01,4.79,34.8,NO,NO
40147,1040,42806,06/10/2021,17:36:01,06/10/2021,17:36:25,NDPYA026KMO,1,,76.73,12.27,89,NO,NO
40148,1040,42807,06/10/2021,17:44:07,06/10/2021,17:44:32,NDPYA031KNK,1,,258.45,41.35,299.8,NO,NO
40149,1040,42812,06/10/2021,17:44:46,06/10/2021,17:44:58,NDPYA034JT7,1,,64.22,10.28,74.5,NO,NO
40150,1040,42815,06/10/2021,17:46:42,06/10/2021,17:47:05,NDPYA032FQC,1,,88.71,14.19,102.9,NO,NO
40151,1040,42819,06/10/2021,17:47:25,06/10/2021,17:48:02,NDPYA0340KD,1,,212.68,34.04,246.72,NO,NO
40152,1040,42821,06/10/2021,17:48:58,06/10/2021,17:49:09,NDPYA041BRD,1,,34.31,5.49,39.8,NO,NO
40153,1040,42833,06/10/2021,17:49:52,06/10/2021,17:50:42,NDPYA036GOG,5,8055,29.75,4.76,34.51,NO,NO
40154,1040,43526,06/10/2021,17:54:38,06/10/2021,17:55:12,NDPYA036P3F,1,,64.66,10.34,75,NO,NO
40155,1040,43542,06/10/2021,18:05:06,06/10/2021,18:05:52,NDPYA028FG4,1,,57.33,9.17,66.5,NO,NO
40156,1040,43563,06/10/2021,18:06:45,06/10/2021,18:06:59,NDPYA032RJN,1,,72.84,11.65,84.49,NO,NO
40157,1040,43453,06/10/2021,18:28:54,06/10/2021,18:28:56,NDPYA036YTB,1,,5.95,0.95,6.9,NO,NO
40158,676,43128,06/10/2021,18:38:11,06/10/2021,18:38:07,FD-NDPGR03541V,1,,15391.11,2462.479,17853.545,SI,NO
40159,1378,43799,07/10/2021,08:33:11,07/10/2021,08:33:27,NDPMA028LYN,1,,43.79,7.01,50.8,NO,NO
40160,1378,43802,07/10/2021,08:44:08,07/10/2021,08:44:39,NDPMA0367NQ,1,,73.11,11.69,84.8,NO,NO
40161,1378,43810,07/10/2021,09:13:50,07/10/2021,09:13:58,NDPMA030MPZ,1,,5.95,0.95,6.9,NO,NO
40162,1378,43770,07/10/2021,09:14:33,07/10/2021,09:16:48,NDPMA0326UZ,1,,1193.89,191.01,1384.9,SI,NO
40163,1378,43811,07/10/2021,09:21:37,07/10/2021,09:22:55,NDPMA034ODB,5,4283,133.62,21.38,155,NO,NO
40164,1378,43778,07/10/2021,09:23:06,07/10/2021,09:23:26,NDPMA032B5O,1,,209.91,33.58,243.49,SI,NO
40165,1378,46206,07/10/2021,09:23:56,07/10/2021,09:24:28,NDPMA037Z24,1,,52.59,8.42,61.01,NO,NO
40166,1378,46216,07/10/2021,09:25:20,07/10/2021,09:25:26,NDPMA030N5V,1,,11.12,1.78,12.9,NO,NO
40167,1378,46218,07/10/2021,09:31:53,07/10/2021,09:31:58,NDPMA0333EL,1,,51.64,8.26,59.9,NO,NO
40168,1378,46229,07/10/2021,09:49:55,07/10/2021,09:50:02,NDPMA044VNF,1,,20.26,3.24,23.5,NO,NO
40169,1378,46231,07/10/2021,09:50:23,07/10/2021,09:50:28,NDPMA031A32,1,,14.57,2.33,16.9,NO,NO
40170,1378,46252,07/10/2021,09:50:40,07/10/2021,09:50:55,NDPMA030EZE,1,,11.21,1.79,13,NO,NO
40171,1378,43767,07/10/2021,09:52:46,07/10/2021,09:55:30,NDPMA038IJH,1,,330.36,52.86,383.22,SI,NO
40172,1378,43052,07/10/2021,09:56:46,07/10/2021,09:57:04,NDPMA042C4N,1,,27.37,4.38,31.75,NO,NO
40173,1378,43104,07/10/2021,09:57:40,07/10/2021,09:58:34,NDPMA03718U,1,,77.5,12.4,89.9,SI,NO
40174,1378,43073,07/10/2021,09:59:50,07/10/2021,10:00:23,NDPMA040JA5,1,,227.5,36.4,263.9,NO,NO
40175,543,43105,07/10/2021,10:03:03,07/10/2021,10:16:06,NDPDU019DO9,2,54,1671.46,267.44,1938.8999,SI,NO
40176,1040,43114,07/10/2021,10:12:07,07/10/2021,10:12:57,NDPYA023AGI,1,,305.14,48.81,353.95,SI,NO
40177,1040,43081,07/10/2021,10:13:25,07/10/2021,10:13:41,NDPYA02410D,1,,30.95,4.95,35.9,NO,NO
40178,1040,43093,07/10/2021,10:13:57,07/10/2021,10:14:09,NDPYA029XGL,1,,40.87,6.54,47.41,NO,NO
40179,1040,43095,07/10/2021,10:22:42,07/10/2021,10:22:47,NDPYA023VUC,1,,13.71,2.19,15.9,NO,NO
40180,1040,43989,07/10/2021,10:24:42,07/10/2021,10:24:42,NDPYA0237ZE,5,1499,50,0,50,NO,NO
40181,1040,43097,07/10/2021,10:24:56,07/10/2021,10:25:01,NDPYA030Q7N,1,,25,4,29,NO,NO
40182,1040,43994,07/10/2021,10:26:59,07/10/2021,10:27:30,NDPYA035XHS,1,,441.82,70.69,512.51,NO,NO
40183,1378,46266,07/10/2021,10:38:29,07/10/2021,10:38:39,NDPMA0359W9,1,,27.37,4.38,31.75,NO,NO
40184,1040,44013,07/10/2021,10:42:56,07/10/2021,10:42:59,NDPYA030OPH,1,,12.07,1.93,14,NO,NO
40185,1378,46277,07/10/2021,10:45:54,07/10/2021,10:46:00,NDPMA031LLV,1,,14.87,2.38,17.25,NO,NO
40186,1378,46298,07/10/2021,10:46:44,07/10/2021,10:47:27,NDPMA03124V,1,,16.9,2.7,19.6,NO,NO
40187,1378,46313,07/10/2021,10:49:06,07/10/2021,10:49:14,NDPMA032TQ7,1,,33.53,5.37,38.9,NO,NO
40188,1378,43793,07/10/2021,10:49:38,07/10/2021,10:52:34,NDPMA037EG5,5,4466,114.74,18.36,133.1,SI,NO
40189,1378,44033,07/10/2021,10:53:22,07/10/2021,10:55:47,NDPMA025RJD,1,,1586.55,253.85,1840.4,NO,NO
40190,1378,43996,07/10/2021,10:56:10,07/10/2021,10:56:31,NDPMA0258HI,1,,67.68,10.83,78.51,NO,NO
40191,1378,46315,07/10/2021,10:57:23,07/10/2021,10:57:46,NDPMA030QAO,1,,187.5,30,217.5,NO,NO
40192,1378,46318,07/10/2021,10:58:17,07/10/2021,10:58:21,NDPMA0346OJ,1,,6.03,0.96,6.99,NO,NO
40193,1040,46341,07/10/2021,11:02:06,07/10/2021,11:04:48,NDPYA022M6W,1,,588.11,94.1,682.21,NO,NO
40194,1040,46349,07/10/2021,11:05:19,07/10/2021,11:05:27,NDPYA029GZQ,1,,32.33,5.17,37.5,NO,NO
40195,1040,46357,07/10/2021,11:05:49,07/10/2021,11:05:58,NDPYA032LTY,1,,23.19,3.71,26.9,NO,NO
40196,1040,46359,07/10/2021,11:10:10,07/10/2021,11:10:41,NDPYA016S0R,1,,49.83,7.97,57.8,NO,NO
40197,1040,46367,07/10/2021,11:10:55,07/10/2021,11:11:28,NDPYA025AVA,1,,30.09,4.81,34.9,NO,NO
40198,1040,46374,07/10/2021,11:12:16,07/10/2021,11:14:01,NDPYA024E81,1,,289.49,46.31,335.8,NO,NO
40199,1040,44259,07/10/2021,11:19:39,07/10/2021,11:20:07,NDPYA036JPP,1,,83.19,13.31,96.5,NO,NO
40200,1040,44138,07/10/2021,11:20:54,07/10/2021,11:21:56,NDPYA0257DI,1,,149.75,23.95,173.7,SI,NO
40201,1040,44281,07/10/2021,11:27:32,07/10/2021,11:27:39,NDPYA028PPU,1,,13.79,2.21,16,NO,NO
40202,1378,44008,07/10/2021,11:32:30,07/10/2021,11:32:53,NDPMA0223EB,1,,43.88,7.02,50.9,NO,NO
40203,1040,44149,07/10/2021,11:40:23,07/10/2021,11:41:21,NDPYA023H4O,1,,257.14,41.14,298.28,SI,NO
40204,1378,43927,07/10/2021,11:40:45,07/10/2021,11:41:22,NDPMA02727E,1,,75.43,12.07,87.5,SI,NO
40205,1378,43825,07/10/2021,11:45:40,07/10/2021,11:46:27,NDPMA027BTB,1,,206.55,33.05,239.6,NO,NO
40206,1040,44286,07/10/2021,11:46:17,07/10/2021,11:46:27,NDPYA0329H1,1,,10.25,1.64,11.89,NO,NO
40207,1378,44012,07/10/2021,11:57:08,07/10/2021,11:57:30,NDPMA034EPT,1,,50.35,8.05,58.4,NO,NO
40208,1378,44016,07/10/2021,11:57:51,07/10/2021,11:58:15,NDPMA032U8M,1,,87.5,14,101.5,NO,NO
40209,1378,44303,07/10/2021,11:59:01,07/10/2021,11:59:36,NDPMA029PZH,1,,219.83,35.17,255,NO,NO
